County,Inspection_Grade,Inspection Date,Owner_Name,Trade_Name,Street,City,State Code,Zip_Code,Deficiency Number,Deficiency Description,Location 1
Kings,B,10/19/18,L STOP GOURMET DELI CORP,L STOP GOURMET DELI,223 MONTROSE AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","223 MONTROSE AVE
BROOKLYN, NY 11206
(40.707625, -73.940129)"
Kings,C,11/14/18,MAX BINIK Z L CORP,KRM SUPERMARKET,1325 39TH ST,BROOKLYN,NY,11218,02D,Other adulterated / unfit foods or ingredients,"1325 39TH ST
BROOKLYN, NY 11218
(40.640245, -73.985664)"
Kings,C,10/24/18,GREEN CORNER OF NY LLC,GREEN CORNER FISH & FAR,801 FLUSHING AVE,BROOKLYN,NY,11206,06B,Potentially hazardous foods are not stored at safe temperatures,"801 FLUSHING AVE
BROOKLYN, NY 11206
(40.701043, -73.940591)"
Kings,B,10/15/18,J&A GLATT MEATS INC,PRIME CUT THE,431 AVENUE U,BROOKLYN,NY,11223,05B,Critical Processing or Salvaging Parameters are not met,"431 AVENUE
BROOKLYN, NY 11223
(40.597549, -73.96811)"
Kings,B,10/22/18,MPM ENTERPRISES COURT STREET INC,UNION MARKET,288 COURT ST,BROOKLYN,NY,11231,06B,Potentially hazardous foods are not stored at safe temperatures,"288 COURT ST
BROOKLYN, NY 11231
(40.684275, -73.994975)"
Kings,C,10/31/18,SMILEY NEWS INC,SMILEY NEWS,2271 MCDONALD AVE,BROOKLYN,NY,11223,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2271 MCDONALD AVE
BROOKLYN, NY 11223
(40.596954, -73.973238)"
Kings,C,6/14/18,OCEAN GROCERY & DELI INC,OCEAN GROCERY & DELI,631 GRAVESEND NECK RD,BROOKLYN,NY,11223,06B,Potentially hazardous foods are not stored at safe temperatures,"631 GRAVESEND NECK RD
BROOKLYN, NY 11223
(40.594331, -73.963601)"
Kings,B,5/31/18,SAMZ GOURMET DELI CORP,SAMZ GOURMET DELI,472 RIDGEWOOD AVE,BROOKLYN,NY,11208,02D,Other adulterated / unfit foods or ingredients,"472 RIDGEWOOD AVE
BROOKLYN, NY 11208
(40.685746, -73.871392)"
Kings,C,8/17/18,PALMS HALAL CORP,PALMS HALAL,1786 66TH ST,BROOKLYN,NY,11204,02D,Other adulterated / unfit foods or ingredients,"1786 66TH ST
BROOKLYN, NY 11204
(40.618679, -73.99104)"
Kings,C,8/2/18,ORTIZ VILMA,YOEMY DELI GROCERY,86 LEWIS AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","86 LEWIS AVE
BROOKLYN, NY 11206
(40.694295, -73.937305)"
Kings,C,9/27/18,PARK PLACE ORGANIC GOURMET DELI I,PARK PLACE ORGANIC GOUR,637 PARK PL,BROOKLYN,NY,11238,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","637 PARK PL
BROOKLYN, NY 11238
(40.674206, -73.956878)"
Kings,C,5/21/18,SM FOOD INC,SM FOOD,41 4TH ST#,BROOKLYN,NY,11231,02D,Other adulterated / unfit foods or ingredients,"41 4TH ST
BROOKLYN, NY 11231
(40.677506, -73.994793)"
Kings,C,8/30/18,PREMIUM SUPERMARKET LLC,PREMIUM SUPERMARKET,1196 LIBERTY AVE,BROOKLYN,NY,11208,02D,Other adulterated / unfit foods or ingredients,"1196 LIBERTY AVE
BROOKLYN, NY 11208
(40.67897, -73.864944)"
Kings,C,10/24/18,NEW YORK MART 8 AVE INC,I FRESH MARKET,6013 6023 8TH AVE,BROOKLYN,NY,11220,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","6013 6023 8TH AVE
BROOKLYN, NY 11220
(40.635102, -74.00997)"
Kings,C,3/19/18,PABLO SOTO,PABLO DELI & GROCERY,202 STONE AVE,BROOKLYN,NY,11233,08B,"Hot-holding equipment improperly designed, maintained, or operated to keep hot foods at 135?F or above","202 STONE AVE
BROOKLYN, NY 11233
(40.674467, -73.908323)"
Kings,C,9/20/18,MODERN MEATS INC,MODERN MEATS,771 NEW LOTS AVE,BROOKLYN,NY,11208,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","771 NEW LOTS AVE
BROOKLYN, NY 11208
(40.666678, -73.881995)"
Kings,C,8/3/18,NATURAL MARKET CORP.,NATURAL MARKET,1091 BEDFORD AVE,BROOKLYN,NY,11216,06B,Potentially hazardous foods are not stored at safe temperatures,"1091 BEDFORD AVE
BROOKLYN, NY 11216
(40.68638, -73.954511)"
Kings,C,10/1/18,NUT HOUSE INC,NUT HOUSE,1117 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,06A,Potentially hazardous foods are not cooled by an approved method where the product temperature can be reduced to 70?F or less within two hours and 41?F or less within an additional 4 hours,"1117 BRIGHTON BEACH AVENUE
BROOKLYN, NY 11235
(40.577864, -73.956283)"
Kings,B,10/9/18,ROCKAWAY DELI FOOD CORP,ROCKAWAY DELI FOOD,674 ROCKAWAY AVE,BROOKLYN,NY,11212,02D,Other adulterated / unfit foods or ingredients,"674 ROCKAWAY AVE
BROOKLYN, NY 11212
(40.66338, -73.909127)"
Kings,C,10/12/18,SALAHI NAZER Y,46 GROCERY DELI,4524 CHURCH AVE,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","4524 CHURCH AVE
BROOKLYN, NY 11203
(40.651553, -73.934429)"
Kings,B,9/13/18,SLOPE FOODS INC,SLOPE FOODS,61 5TH AVE,BROOKLYN,NY,11217,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","61 5TH AVE
BROOKLYN, NY 11217
(40.680939, -73.977402)"
Kings,C,9/28/18,ORCHARD KING CORP,VUCCIRIA FOOD GOURMET,2271-2277 86TH ST,BROOKLYN,NY,11214,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2271 2277 86TH ST
BROOKLYN, NY 11214
(40.600843, -73.992023)"
Kings,C,8/28/18,PLAZA FOOD CHOICE CORP,PLAZA FOOD CHOICE,2715 MERMAID AVE,BROOKLYN,NY,11224,06B,Potentially hazardous foods are not stored at safe temperatures,"2715 MERMAID AVE
BROOKLYN, NY 11224
(40.575635, -73.993715)"
Kings,C,5/29/18,NATURAL VALLEY MARKET INC,NATURAL VALLEY MARKET,182 RALPH AVENUE,BROOKLYN,NY,11233,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","182 RALPH AVENUE
BROOKLYN, NY 11233
(40.683654, -73.922863)"
Kings,C,8/3/18,NATURAL MARKET CORP.,NATURAL MARKET,1091 BEDFORD AVE,BROOKLYN,NY,11216,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1091 BEDFORD AVE
BROOKLYN, NY 11216
(40.68638, -73.954511)"
Kings,C,8/15/18,NANO DELI GROCERY CORP,NANO DELI GROCERY,375 BUSHWICK AVE,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","375 BUSHWICK AVE
BROOKLYN, NY 11206
(40.703783, -73.938238)"
Kings,C,8/30/18,PREMIUM SUPERMARKET LLC,PREMIUM SUPERMARKET,1196 LIBERTY AVE,BROOKLYN,NY,11208,06B,Potentially hazardous foods are not stored at safe temperatures,"1196 LIBERTY AVE
BROOKLYN, NY 11208
(40.67897, -73.864944)"
Kings,B,9/27/18,SHIPWRECK SEAFOOD BOUTIQUE LLC,SHIPWRECK SEAFOOD BOUTI,1047 BEDFORD AVE,BROOKLYN,NY,11216,06B,Potentially hazardous foods are not stored at safe temperatures,"1047 BEDFORD AVE
BROOKLYN, NY 11216
(40.688113, -73.954855)"
Kings,C,10/24/18,NEW YORK MART 8 AVE INC,I FRESH MARKET,6013 6023 8TH AVE,BROOKLYN,NY,11220,06B,Potentially hazardous foods are not stored at safe temperatures,"6013 6023 8TH AVE
BROOKLYN, NY 11220
(40.635102, -74.00997)"
Kings,B,9/13/18,SLOPE FOODS INC,SLOPE FOODS,61 5TH AVE,BROOKLYN,NY,11217,06B,Potentially hazardous foods are not stored at safe temperatures,"61 5TH AVE
BROOKLYN, NY 11217
(40.680939, -73.977402)"
Kings,B,7/20/18,ROCCOS KINGS HIGHWAY BAKERY INC,KINGS HIGHWAY BAKERY,292 KINGS HWY,BROOKLYN,NY,11223,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","292 KINGS HWY
BROOKLYN, NY 11223
(40.605126, -73.979617)"
Kings,C,8/3/18,NEW KING FISH INC,NEW KING FISH,13-15 FULTON STREET,BROOKLYN,NY,11216,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","13 15 FULTON STREET
BROOKLYN, NY 11216
(40.692078, -73.988914)"
Kings,B,11/21/18,NEW FRESH FRUITS & VEGETABLES INC,NEW FRESH FRUITS & VEGE,424 DITMAS AVE,BROOKLYN,NY,11218,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","424 DITMAS AVE
BROOKLYN, NY 11218
(40.635963, -73.974254)"
Kings,C,7/2/18,NC 3100 OCEAN AVE LLC,NET COST MARKET,3100 OCEAN AVE #,BROOKLYN,NY,11235,06B,Potentially hazardous foods are not stored at safe temperatures,"3100 OCEAN AVE
BROOKLYN, NY 11235
(40.58532, -73.948751)"
Kings,C,10/4/18,NEW BROTHERS GROCERY INC THE,NEW BROTHERS GROCERY,6125 5TH AVE,BROOKLYN,NY,11220,06B,Potentially hazardous foods are not stored at safe temperatures,"6125 5TH AVE
BROOKLYN, NY 11220
(40.638766, -74.016912)"
Kings,B,10/11/18,SAGAL MEAT MARKET INC,SAGAL MEAT MARKET,1274 BROADWAY,BROOKLYN,NY,11221,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1274 BROADWAY
BROOKLYN, NY 11221
(40.69103, -73.924759)"
Kings,C,10/17/18,SAM NEIGHBORHOOD GRCRY STORE INC,SAM NEIGHBORHOOD GRCRY,974 FULTON ST,BROOKLYN,NY,11238,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","974 FULTON ST
BROOKLYN, NY 11238
(40.682442, -73.961894)"
Kings,C,7/2/18,NC 3100 OCEAN AVE LLC,NET COST MARKET,3100 OCEAN AVE #,BROOKLYN,NY,11235,05B,Critical Processing or Salvaging Parameters are not met,"3100 OCEAN AVE
BROOKLYN, NY 11235
(40.58532, -73.948751)"
Kings,C,9/26/18,NAHSHAL DELI&GROCERY CORP,NAHSHAL DELI&GROCERY,1705 RALPH AVE,BROOKLYN,NY,11236,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1705 RALPH AVE
BROOKLYN, NY 11236
(40.63534, -73.918944)"
Kings,B,10/25/18,MR NICE GUY DELI & GRILL CORP,MR NICE GUY DELI & GRIL,92 MANHATTAN AVE,BROOKLYN,NY,11206,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","92 MANHATTAN AVE
BROOKLYN, NY 11206
(40.70538, -73.944603)"
Kings,C,5/10/18,NEW J&T GROCERY DELI CORP,NEW J&T GROCERY DELI,436-438 TROY AVENUE,BROOKLYN,NY,11203,06B,Potentially hazardous foods are not stored at safe temperatures,"436 438 TROY AVENUE
BROOKLYN, NY 11203
(40.663297, -73.937278)"
Kings,B,7/26/18,SIDDHI FOOD INC,QUENTIN DAIRY DELI,3420 QUENTIN RD,BROOKLYN,NY,11234,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","3420 QUENTIN RD
BROOKLYN, NY 11234
(40.61401, -73.937771)"
Kings,C,4/27/18,SKY DELI & GROCER I CORP,SKY DELI & GROCERY I,1203 SUTTER AVENUE,BROOKLYN,NY,11208,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1203 SUTTER AVENUE
BROOKLYN, NY 11208
(40.672577, -73.873278)"
Kings,C,4/26/18,MILL BASIN SHUK INC,MILL BASIN SHUK,6324 AVENUE N,BROOKLYN,NY,11234,03C,Food handlers do not wash hands thoroughly after contaminating them,"6324 AVENUE N
BROOKLYN, NY 11234
(40.619608, -73.91634)"
Kings,C,8/15/18,NANO DELI GROCERY CORP,NANO DELI GROCERY,375 BUSHWICK AVE,BROOKLYN,NY,11206,06B,Potentially hazardous foods are not stored at safe temperatures,"375 BUSHWICK AVE
BROOKLYN, NY 11206
(40.703783, -73.938238)"
Kings,B,9/11/18,NY CIGAR & VAPE INC,NY CIGAR & VAPE,619 WASHINGTON AVE,BROOKLYN,NY,11238,06B,Potentially hazardous foods are not stored at safe temperatures,"619 WASHINGTON AVE
BROOKLYN, NY 11238
(40.678932, -73.963989)"
Kings,C,1/12/18,POM GROUP INC,POM GROUP,1133 MANHATTAN AVE,BROOKLYN,NY,11222,06B,Potentially hazardous foods are not stored at safe temperatures,"1133 MANHATTAN AVE
BROOKLYN, NY 11222
(40.736939, -73.955369)"
Kings,C,4/26/18,MILL BASIN SHUK INC,MILL BASIN SHUK,6324 AVENUE N,BROOKLYN,NY,11234,06B,Potentially hazardous foods are not stored at safe temperatures,"6324 AVENUE N
BROOKLYN, NY 11234
(40.619608, -73.91634)"
Kings,C,5/8/18,NEW BEST UTICA MARKET INC,NEW BEST UTICA MARKET,890-892 UTICA AVE,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","890 892 UTICA AVE
BROOKLYN, NY 11203
(40.651359, -73.930345)"
Kings,C,9/19/18,RAISHANI MOHAMED S,STAR DELI & GRILL,943 BROADWAY,BROOKLYN,NY,11206,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","943 BROADWAY
BROOKLYN, NY 11206
(40.696981, -73.935238)"
Kings,B,6/28/18,MR NATURAL DELI CORP,MR NATURAL DELI,281 NOSTRAND AVE,BROOKLYN,NY,11216,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","281 NOSTRAND AVE
BROOKLYN, NY 11216
(40.688979, -73.95129)"
Kings,C,10/4/18,NATIONAL FOOD LAND LLC,EXQUISITE FOOD LAND,409-413 BRIGHTON BEACH AVE,BROOKLYN,NY,11235,06B,Potentially hazardous foods are not stored at safe temperatures,"409 413 BRIGHTON BEACH AVE
BROOKLYN, NY 11235
(40.577297, -73.962939)"
Kings,B,2/20/18,NEW WAY NATURAL MARKET AND DELI C,NEW WAY NATURAL MARKET,390 TOMPKINS AVE,BROOKLYN,NY,11216,06B,Potentially hazardous foods are not stored at safe temperatures,"390 TOMPKINS AVE
BROOKLYN, NY 11216
(40.683823, -73.944006)"
Kings,C,8/15/18,ORGANIC CONVENIENCE INC,ORGANIC CONVENIENCE,414 COURT ST,BROOKLYN,NY,11231,06B,Potentially hazardous foods are not stored at safe temperatures,"414 COURT ST
BROOKLYN, NY 11231
(40.679937, -73.997076)"
Kings,C,8/10/18,NEPTUNE FOOD CORP 1,NEPTUNE FOOD,1204 NEPTUNE AVE,BROOKLYN,NY,11224,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","1204 NEPTUNE AVE
BROOKLYN, NY 11224
(40.579338, -73.980512)"
Kings,C,8/17/18,PALMS HALAL CORP,PALMS HALAL,1786 66TH ST,BROOKLYN,NY,11204,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1786 66TH ST
BROOKLYN, NY 11204
(40.618679, -73.99104)"
Kings,C,11/26/18,SHAMS ADEL A,ADELS INTERNTL SUPRMKT,377 HANCOCK ST,BROOKLYN,NY,11216,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","377 HANCOCK ST
BROOKLYN, NY 11216
(40.683547, -73.941208)"
Kings,C,6/1/18,PICHARDO FOOD GROCERY CORP,PICHARDO FOOD GROCERY,1268 SUTTER AVE,BROOKLYN,NY,11208,06B,Potentially hazardous foods are not stored at safe temperatures,"1268 SUTTER AVE
BROOKLYN, NY 11208
(40.672914, -73.871079)"
Kings,B,6/28/18,MR NATURAL DELI CORP,MR NATURAL DELI,281 NOSTRAND AVE,BROOKLYN,NY,11216,06B,Potentially hazardous foods are not stored at safe temperatures,"281 NOSTRAND AVE
BROOKLYN, NY 11216
(40.688979, -73.95129)"
Kings,C,11/13/18,SEA KINGS STEAM&FRY SEAFOOD CORP,SEA KINGS STEAM&FRY SEA,519 UTICA AVE,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","519 UTICA AVE
BROOKLYN, NY 11203
(40.660807, -73.931356)"
Kings,C,5/8/18,NEW BEST UTICA MARKET INC,NEW BEST UTICA MARKET,890-892 UTICA AVE,BROOKLYN,NY,11203,06B,Potentially hazardous foods are not stored at safe temperatures,"890 892 UTICA AVE
BROOKLYN, NY 11203
(40.651359, -73.930345)"
Kings,C,3/19/18,PABLO SOTO,PABLO DELI & GROCERY,202 STONE AVE,BROOKLYN,NY,11233,06B,Potentially hazardous foods are not stored at safe temperatures,"202 STONE AVE
BROOKLYN, NY 11233
(40.674467, -73.908323)"
Kings,C,8/24/18,REMAS DELI AND GROCERY GOURMET CO,REMAS DELI AND GROCERY,3341 FULTON STREET,BROOKLYN,NY,11208,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","3341 FULTON STREET
BROOKLYN, NY 11208
(40.683584, -73.872401)"
Kings,C,10/12/18,MIKES FINEST DELI INC,MIKES FINEST DELI,4501 CHURCH ST,BROOKLYN,NY,11203,06B,Potentially hazardous foods are not stored at safe temperatures,"4501 CHURCH ST
BROOKLYN, NY 11203
(40.651516, -73.935079)"
Kings,C,9/28/18,ORCHARD KING CORP,VUCCIRIA FOOD GOURMET,2271-2277 86TH ST,BROOKLYN,NY,11214,05B,Critical Processing or Salvaging Parameters are not met,"2271 2277 86TH ST
BROOKLYN, NY 11214
(40.600843, -73.992023)"
Kings,C,9/11/18,NAHSHAL RIYADH M,PARK PLACE DELI GROCERY,539 PARK PL,BROOKLYN,NY,11238,06B,Potentially hazardous foods are not stored at safe temperatures,"539 PARK PL
BROOKLYN, NY 11238
(40.674907, -73.960226)"
Kings,B,9/24/18,MUSLEH FAROUQ,FINEST DELI & GROCERY,523 ROGERS AVE,BROOKLYN,NY,11225,02D,Other adulterated / unfit foods or ingredients,"523 ROGERS AVE
BROOKLYN, NY 11225
(40.659343, -73.953402)"
Kings,C,9/28/18,ORCHARD KING CORP,VUCCIRIA FOOD GOURMET,2271-2277 86TH ST,BROOKLYN,NY,11214,06B,Potentially hazardous foods are not stored at safe temperatures,"2271 2277 86TH ST
BROOKLYN, NY 11214
(40.600843, -73.992023)"
Kings,B,8/23/18,NATIONAL GROCERY CO INC,C TOWN,237 AVENUE U,BROOKLYN,NY,11223,06B,Potentially hazardous foods are not stored at safe temperatures,"237 AVENUE
BROOKLYN, NY 11223
(40.596741, -73.975433)"
Kings,C,9/11/18,NAHSHAL RIYADH M,PARK PLACE DELI GROCERY,539 PARK PL,BROOKLYN,NY,11238,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","539 PARK PL
BROOKLYN, NY 11238
(40.674907, -73.960226)"
Kings,C,10/23/18,MYRTLE GOURMET DELI INC,MYRTLE GOURMET DELI,954 BROADWAY,BROOKLYN,NY,11221,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","954 BROADWAY
BROOKLYN, NY 11221
(40.696826, -73.934969)"
Kings,C,9/20/18,PALE MINI MARKET INC,ASSOCIATED SUPERMARKET,773 NEW LOTS AVE,BROOKLYN,NY,11208,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","773 NEW LOTS AVE
BROOKLYN, NY 11208
(40.666729, -73.881877)"
Kings,C,8/21/18,PAULA FIRST GARDEN INC,PAULA FIRST GARDEN,451 CLASSON AVE,BROOKLYN,NY,11238,06B,Potentially hazardous foods are not stored at safe temperatures,"451 CLASSON AVE
BROOKLYN, NY 11238
(40.685297, -73.959291)"
Kings,C,8/31/18,MPM ENTERPRISES FLATBUSH INC,UNION MARKET,342 FLATBUSH AVE ,BROOKLYN,NY,11238,06B,Potentially hazardous foods are not stored at safe temperatures,"342 FLATBUSH AVE
BROOKLYN, NY 11238
(40.676177, -73.971735)"
Kings,C,7/24/18,SUN FISH MARKET CORP,SUN FISH MARKET,1513 FULTON ST,BROOKLYN,NY,11216,06B,Potentially hazardous foods are not stored at safe temperatures,"1513 FULTON ST
BROOKLYN, NY 11216
(40.679922, -73.940843)"
